"","lsy-6","mir-791","mir-793","mir-792","mir-1821","mir-83","mir-124","mir-790","mir-254","mir-794","mir-249","mir-55","mir-1818","mir-84","lin-4","mir-1022","mir-74","mir-34","mir-392","mir-71","mir-62","mir-246","mir-238","mir-4816","mir-86","mir-239a","mir-1824","mir-243","mir-72","mir-233","mir-87","mir-239b","mir-796","mir-250","mir-232","mir-2","mir-50","mir-1020","mir-4808","mir-253","mir-4807","mir-61","mir-56","mir-786","mir-787","mir-259","mir-1829c","mir-252","mir-248","mir-785","mir-59","mir-65","mir-245","mir-356b","mir-64","mir-66","mir-355","mir-90","mir-1","mir-63","mir-1829b","mir-234","mir-76"
"AWA",NA,NA,0.0208645937080514,0.437604182086612,NA,NA,NA,NA,NA,0.139464225250166,NA,NA,NA,0.0947018999279362,NA,0.526158385903937,NA,NA,NA,NA,NA,NA,NA,NA,0.10890240960607,NA,0.964847218305162,NA,NA,NA,NA,NA,NA,NA,0.881898109684284,NA,NA,NA,NA,NA,NA,NA,NA,0.750919709880114,NA,NA,NA,NA,NA,NA,0.507033089728239,NA,NA,0.667397189112942,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BDU",NA,NA,NA,NA,NA,NA,0.00117088164600058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DVC",NA,0.3584329225603,0.188380807924625,0.0712490718044745,NA,NA,0.279436797666594,NA,NA,NA,0.845167731376003,0.128303411187687,NA,0.351275115020333,NA,NA,0.124501198809432,0.177936832548238,0.638275311631067,0.104465575038803,NA,NA,NA,NA,0.197778832225106,NA,NA,NA,NA,0.111474926602151,0.00760788960322022,NA,NA,0.691437658984594,0.0259857778650381,NA,NA,NA,NA,NA,3.12201765397868e-05,0.053448582122134,0.23956660588301,NA,0.11190880831461,0.0466872083029323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.972174847555951,NA
"FLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131451713788894,NA,0.365962547417753,0.124260505652434,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303032062133294,NA,NA,NA,NA,NA,0.343566629955282,NA,NA,NA,NA,0.273912784751905,0.303071026833245,NA,0.161175019881351,NA,0.191504013701843,NA,0.41342329674137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264607755513815,NA,NA,NA,NA,NA
"HSN.RIH.URA.URB.URX",NA,NA,NA,NA,NA,NA,0.0537319674934034,NA,NA,NA,NA,0.132974975893079,NA,NA,NA,NA,NA,0.0654833043180034,0.361327524829995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212295933707074,0.0435352801472627,NA,0.17508146784192,NA,NA,0.0548230234141732,NA,NA,0.144420295041002,NA,0.209626263597936,0.0441018611920501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0281558655618336,NA,NA,NA,NA,NA
"I1.I3.M1.M2.M4.M5.MC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134432183595766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0439477104204902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I2.I5.M3.MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104096420767984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I4.I6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IL2",NA,NA,NA,NA,NA,NA,0.471615465235976,NA,0.556684132306373,NA,NA,0.357089783203707,NA,NA,0.19325041418277,NA,NA,0.159802821100622,NA,0.051539960341897,NA,NA,NA,NA,0.0919116956946901,NA,NA,NA,NA,0.464899510149287,0.0563609910745305,NA,0.566903369527517,NA,NA,NA,NA,NA,0.19692694564647,NA,0.166978696374166,NA,0.0788303296620386,NA,NA,NA,NA,NA,NA,NA,0.228526131994433,NA,NA,NA,NA,NA,NA,0.0156882251536231,NA,NA,NA,NA,NA
"NSM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00849941285546232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PVC",NA,NA,NA,NA,0.64273763283848,NA,0.241342398547081,NA,NA,NA,NA,0.169189139766136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.814255955480217,NA,NA,0.0148205829205832,NA,0.686856135204371,NA,0.729695379619663,0.0989290174130798,NA,NA,0.142888560629182,0.00675854168638911,0.0751955098995787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299297856111489,NA,NA,NA,NA,NA
"PVR",NA,NA,NA,NA,NA,NA,0.427286578574818,NA,NA,NA,NA,0.176726520131878,NA,0.0028714044772392,NA,NA,NA,NA,0.715976622075916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222267509696286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10795715149952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138350265768175,NA
"PVT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0263107819781079,NA,NA,0.0769660574066932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0270184091276244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36059356780159,NA
"RIB",NA,NA,NA,NA,NA,0.216991980555909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145837340933044,NA,0.0192591631684245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361686456832483,NA,0.308521216566717,0.113100151051684,NA,NA,NA,0.323201811835664,0.192500737615589,0.204371254499025,NA,0.449855128266563,0.475069897325532,0.354955534220073,NA,0.932331476831721,NA,NA,NA,0.321586183032542,NA,NA,0.263342704062615,NA,0.468687674947929,NA,0.537698329882195,NA,0.283094041295455,NA
"RIV.RMD.SAA.SMD",NA,NA,NA,NA,NA,NA,0.0730928012222119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0103021173482221,NA,NA,NA,NA,NA,NA,NA,NA,0.137275771149846,NA,NA,0.876247571233094,0.0905322270645689,NA,NA,NA,NA,NA,NA,NA,0.0438438325327677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845570903076003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
